# Omega_m sigma_8 chi2 weight
2.667490278806238790e-01 9.736738919818291871e-01 3.265806832789161174e+00 6.000000000000000000e+00
2.731583573383153940e-01 9.678039990491161815e-01 1.474433469042116585e+00 1.000000000000000000e+00
2.770491408541277956e-01 9.610464393475754985e-01 1.472969060461091440e+00 1.000000000000000000e+00
2.821206102251593295e-01 9.507365644113533465e-01 1.130769525874568471e+00 3.000000000000000000e+00
2.821538638050657410e-01 9.474395044297310164e-01 2.415992201641727011e+00 6.000000000000000000e+00
2.808930382264092085e-01 9.496568620642862335e-01 2.386235562605522720e+00 7.000000000000000000e+00
2.864926615583947012e-01 9.439100559408852842e-01 1.178460059217069533e+00 1.000000000000000000e+00
2.870249559456644062e-01 9.465451548890067013e-01 3.216722102358297253e+00 1.000000000000000000e+00
2.810526009007743853e-01 9.449271190499158868e-01 8.236185806388853337e+00 2.000000000000000000e+00
2.826115216781494577e-01 9.469201086892794494e-01 2.252498755351746151e+00 4.000000000000000000e+00
2.815226319846039216e-01 9.446435547827802814e-01 7.314076491065726771e+00 1.000000000000000000e+00
2.909146108661033736e-01 9.413329579040405903e-01 4.778217099018004177e+00 3.000000000000000000e+00
2.894903722267829216e-01 9.397908629020074178e-01 1.399932342339711200e+00 2.000000000000000000e+00
2.910851670870870378e-01 9.373571915252265629e-01 1.482310895087234348e+00 4.000000000000000000e+00
2.926679344795945492e-01 9.350654250921115462e-01 1.624241055668737665e+00 1.000000000000000000e+01
2.987211119623144895e-01 9.267027554433492353e-01 2.260256129840024997e+00 6.000000000000000000e+00
3.013819239897949642e-01 9.199337087042860350e-01 1.252425001746636068e+00 1.000000000000000000e+00
3.012722439788959594e-01 9.185552412206350326e-01 1.455423739613201706e+00 1.100000000000000000e+01
3.006086836875737078e-01 9.172797425648064884e-01 2.918455750050996222e+00 3.000000000000000000e+00
3.030026169379118617e-01 9.196665077297287993e-01 2.112273816482574507e+00 4.000000000000000000e+00
3.003965112329360365e-01 9.235861261757183360e-01 1.966933979299060331e+00 5.000000000000000000e+00
2.987727859981516021e-01 9.271001033060236596e-01 2.648373029092556674e+00 4.000000000000000000e+00
3.002222159171482607e-01 9.280644476332010617e-01 6.912666182462507969e+00 3.000000000000000000e+00
3.004162973804931358e-01 9.233111567041886181e-01 1.822017456209180208e+00 7.000000000000000000e+00
2.959338441082526305e-01 9.272941810548286368e-01 1.336040315699288161e+00 5.000000000000000000e+00
2.882135502201740307e-01 9.318924509986435956e-01 1.049982124989418786e+01 1.000000000000000000e+00
2.860814361360485836e-01 9.355759156190847081e-01 1.014806869139721002e+01 1.000000000000000000e+00
2.968472195862075225e-01 9.259748820999880170e-01 1.302895045793621032e+00 3.000000000000000000e+00
3.016152359231455415e-01 9.189840317268301861e-01 1.257489460367529510e+00 9.000000000000000000e+00
2.981801340511900378e-01 9.194307320726277100e-01 4.834921616365197572e+00 1.000000000000000000e+00
3.039348579156005981e-01 9.133833178773831385e-01 1.957351855831189313e+00 3.000000000000000000e+00
3.131659412113516616e-01 9.049108452775191935e-01 2.883020531517964447e+00 1.000000000000000000e+00
3.012061737792204874e-01 9.180656220680009083e-01 1.698606912553327630e+00 6.000000000000000000e+00
3.050440939430117404e-01 9.169515506125222037e-01 2.481802913695994484e+00 4.000000000000000000e+00
3.043736087113481648e-01 9.200383472934816620e-01 4.663755305651464234e+00 1.000000000000000000e+00
2.984913736299456555e-01 9.231707971919916877e-01 1.362292926440857643e+00 1.000000000000000000e+00
2.959894345802419613e-01 9.255949186011903640e-01 2.092143815176553900e+00 3.000000000000000000e+00
3.143464902713051234e-01 9.065025865828317819e-01 7.502479572581892242e+00 2.000000000000000000e+00
3.226220122344257701e-01 8.844011806381465446e-01 2.862534908211843643e+00 2.000000000000000000e+00
3.191562320172981471e-01 8.949413821496053911e-01 2.230969674541808612e+00 5.000000000000000000e+00
3.197641019707523347e-01 8.924167616666074387e-01 1.553278800862119668e+00 1.000000000000000000e+00
3.188457808722219289e-01 8.950640570687053987e-01 1.993038658152458176e+00 1.000000000000000000e+00
3.142396387437346728e-01 8.976650180123632028e-01 2.116878309350813669e+00 3.000000000000000000e+00
3.152504736582049105e-01 9.013859926164163872e-01 2.582758990037901992e+00 1.000000000000000000e+00
3.163689688058308747e-01 8.960140528270701399e-01 1.520551733116250359e+00 2.000000000000000000e+00
3.225739701902233802e-01 8.892338387542109146e-01 1.956270191491943367e+00 6.000000000000000000e+00
3.265190575550952490e-01 8.858950293839618073e-01 3.961641134461198810e+00 7.000000000000000000e+00
3.113615309653439134e-01 9.006972241071785623e-01 3.091243792198486329e+00 1.600000000000000000e+01
3.056277985434779354e-01 9.136243927002573040e-01 1.335938456840778388e+00 2.000000000000000000e+00
3.015439825039824551e-01 9.200452026469023714e-01 1.296791258684526493e+00 2.000000000000000000e+00
3.017523193967663886e-01 9.189911011635004678e-01 1.247171017811293359e+00 3.000000000000000000e+00
3.063448912038489458e-01 9.135739402057709846e-01 1.657789705666447899e+00 3.000000000000000000e+00
2.982719118658009871e-01 9.255804201524548969e-01 1.341150276776197137e+00 6.000000000000000000e+00
2.975844335753562997e-01 9.261485027975677742e-01 1.235375109133068916e+00 1.000000000000000000e+00
2.998563699334135801e-01 9.257921117557221802e-01 3.040998527738513868e+00 5.000000000000000000e+00
3.028888130747829921e-01 9.167955630621128504e-01 1.291788267177318428e+00 1.000000000000000000e+00
3.094490878328675088e-01 9.144931607726483058e-01 8.573361892039624621e+00 2.000000000000000000e+00
3.021482796488939582e-01 9.135922195556340775e-01 4.329749632980563590e+00 1.000000000000000000e+00
3.013647438565781878e-01 9.169760255360376311e-01 2.205531043466205432e+00 2.000000000000000000e+00
3.015788516837564215e-01 9.210276665075717295e-01 1.610410701403741207e+00 2.000000000000000000e+00
2.979507534993917073e-01 9.271216722557013012e-01 1.742592962449701188e+00 7.000000000000000000e+00
3.026623892854568565e-01 9.150696420803353659e-01 2.132336157884614281e+00 2.000000000000000000e+00
2.965103786031323407e-01 9.278751028305789461e-01 1.227920030287301900e+00 2.000000000000000000e+00
2.964971358519886135e-01 9.248596188020713482e-01 2.044036117784291395e+00 1.100000000000000000e+01
2.888961151442074327e-01 9.348009365155006689e-01 3.835691762377045233e+00 1.000000000000000000e+00
2.976963137722989372e-01 9.282468970617662185e-01 2.187069190244645522e+00 3.000000000000000000e+00
3.000744282290581655e-01 9.263295671644909968e-01 4.006551484416140063e+00 2.000000000000000000e+00
2.993853882405362321e-01 9.182367738885237607e-01 3.932640076466896950e+00 3.000000000000000000e+00
3.031623824158283798e-01 9.201042982625947664e-01 2.638966190205372264e+00 3.000000000000000000e+00
3.077863305423210738e-01 9.128357787055827455e-01 2.620031417185959555e+00 1.000000000000000000e+00
3.027691812222070289e-01 9.150150675343069473e-01 2.055549415772399691e+00 7.000000000000000000e+00
3.115942149476312317e-01 9.082996756517116577e-01 3.908845790619326799e+00 4.000000000000000000e+00
3.126925793127158237e-01 9.049194723650215710e-01 2.308158064092867168e+00 1.000000000000000000e+00
3.044279602125303796e-01 9.142997058005245536e-01 1.323402123603578229e+00 6.000000000000000000e+00
3.070298417480594177e-01 9.153582600293782567e-01 3.990072035432235431e+00 1.000000000000000000e+00
3.102815112645101459e-01 9.101836734164605591e-01 3.819513324340616744e+00 5.000000000000000000e+00
3.100527948141587053e-01 9.102740690582862282e-01 3.467494233397585113e+00 2.000000000000000000e+00
3.124234343314661877e-01 9.043437027366046932e-01 1.769063305681369380e+00 1.000000000000000000e+00
3.073716508031766881e-01 9.119788125088332809e-01 1.665639357811149468e+00 5.000000000000000000e+00
3.119844568004780383e-01 9.105546590096456061e-01 8.374569781749812591e+00 2.000000000000000000e+00
3.148939592603083315e-01 9.025231973531346874e-01 3.106435843053337642e+00 2.000000000000000000e+00
3.069878461035829287e-01 9.074234520200684662e-01 2.935793860384448450e+00 4.000000000000000000e+00
3.131004980792415071e-01 9.054854293425573797e-01 3.342059614096165365e+00 2.000000000000000000e+00
3.095254440416388420e-01 9.022749525606967858e-01 4.357595459678330840e+00 2.000000000000000000e+00
3.015896798596574002e-01 9.177408383226117738e-01 1.579780035883718625e+00 3.000000000000000000e+00
2.940263014416004683e-01 9.296541639508575372e-01 1.431173656508228031e+00 4.000000000000000000e+00
2.920315410199057493e-01 9.407186985321684958e-01 6.566288276652086253e+00 1.000000000000000000e+00
2.788333930601075705e-01 9.569637278345983766e-01 1.185795351976850487e+00 1.000000000000000000e+00
2.833479412507681205e-01 9.543880365111019337e-01 5.330352910124748433e+00 2.000000000000000000e+00
2.847739244904726186e-01 9.463936894481852491e-01 1.139633754451253811e+00 2.000000000000000000e+00
2.911556624256791959e-01 9.311607150988158166e-01 3.780938709751020976e+00 1.000000000000000000e+00
2.889839243273439329e-01 9.379298812973336785e-01 1.385774767984216949e+00 1.000000000000000000e+00
2.909380634946485134e-01 9.376800431594589647e-01 1.514230310267747459e+00 2.000000000000000000e+00
2.926338481136981917e-01 9.347497010085760172e-01 1.466055227809866413e+00 3.000000000000000000e+00
2.921431376627402488e-01 9.382081920190659119e-01 3.377371899624012741e+00 6.000000000000000000e+00
2.915184144982421732e-01 9.307741814819507908e-01 3.554547456357736834e+00 1.000000000000000000e+00
2.926748973101980233e-01 9.360518058924880425e-01 2.225135118953842195e+00 8.000000000000000000e+00
2.936374104804266860e-01 9.329059675038566812e-01 1.401268103230604023e+00 2.000000000000000000e+00
2.909080152237697448e-01 9.405641346510452694e-01 3.734016006763212214e+00 3.000000000000000000e+00
2.893149973630868010e-01 9.404474184165236839e-01 1.543340753923996500e+00 1.000000000000000000e+00
2.845002704026913798e-01 9.402433941622194702e-01 6.304419430419072157e+00 4.000000000000000000e+00
2.882647836166856159e-01 9.368027239475064105e-01 2.834684096060648972e+00 1.000000000000000000e+00
2.941756995387650453e-01 9.345236545456043764e-01 3.015926486144264729e+00 1.000000000000000000e+00
2.868012619352222625e-01 9.439033401073622098e-01 1.278491481975817301e+00 2.000000000000000000e+00
2.833370322731166291e-01 9.489871498716466736e-01 1.144057014999275257e+00 1.000000000000000000e+00
2.872919797737804037e-01 9.438306172723606169e-01 1.543849890401043812e+00 3.000000000000000000e+00
2.870566798067589742e-01 9.414790296251323021e-01 1.269456897445454757e+00 5.000000000000000000e+00
2.901217792010293284e-01 9.332354305303783848e-01 3.351499765864610403e+00 7.000000000000000000e+00
2.979644393172891648e-01 9.234091585581617467e-01 1.569759774257825979e+00 2.000000000000000000e+00
2.978109991350244568e-01 9.242115887681442432e-01 1.368297866467348634e+00 3.000000000000000000e+00
2.986825677499770904e-01 9.232768090775809178e-01 1.273970622164649846e+00 2.000000000000000000e+00
3.046653218058018586e-01 9.172293093720124135e-01 2.241506443024223305e+00 8.000000000000000000e+00
2.881131863581060104e-01 9.396765259685483374e-01 1.288260266677370813e+00 2.000000000000000000e+00
2.924914304176677859e-01 9.361014353678298594e-01 2.084220580606744644e+00 8.000000000000000000e+00
2.901097496766029127e-01 9.340962847952153369e-01 2.524577213253686558e+00 2.000000000000000000e+00
2.964218625695825282e-01 9.293224432616198349e-01 1.578661184630955283e+00 3.000000000000000000e+00
3.040577422369977190e-01 9.169459826086762133e-01 1.556428521423305122e+00 7.000000000000000000e+00
3.041697144069012149e-01 9.156340665554425495e-01 1.287439471909129107e+00 6.000000000000000000e+00
3.064483651012104848e-01 9.118454001216645954e-01 1.301716231032786997e+00 2.000000000000000000e+00
2.945586190128348658e-01 9.260562152146819548e-01 3.318601466222314667e+00 3.000000000000000000e+00
2.941381196066918946e-01 9.285114568095051979e-01 1.899097772850818933e+00 5.000000000000000000e+00
2.974402663045240258e-01 9.251282562028341205e-01 1.287341631111897700e+00 1.000000000000000000e+00
2.990089562085184727e-01 9.232145907861817324e-01 1.224610186722391303e+00 2.000000000000000000e+00
2.933891374283747466e-01 9.341846094453003513e-01 1.810833993034669298e+00 8.000000000000000000e+00
2.900411441956244341e-01 9.365886018833622373e-01 1.278668149626618344e+00 1.000000000000000000e+00
2.900710548814937062e-01 9.366841394254155073e-01 1.247224973033774109e+00 3.000000000000000000e+00
2.834121818316147068e-01 9.437593268021320370e-01 3.955947388635100648e+00 6.000000000000000000e+00
2.848225127330066830e-01 9.521497152803819475e-01 5.639886232644676589e+00 3.000000000000000000e+00
2.819081843243377850e-01 9.581330175043516473e-01 7.435815658946309803e+00 1.000000000000000000e+00
2.703860341451765348e-01 9.767800213645200236e-01 4.929396347361535646e+00 1.000000000000000000e+00
2.723656224721598962e-01 9.679092062901232252e-01 1.176962803121397450e+00 5.000000000000000000e+00
2.771988591348046871e-01 9.601849382401331789e-01 1.272399825376335114e+00 2.000000000000000000e+00
2.659257448999918783e-01 9.731453238674017125e-01 5.729931802508418492e+00 2.000000000000000000e+00
2.739480395879851371e-01 9.683960563404547806e-01 2.736022946392123956e+00 4.000000000000000000e+00
2.675453891281484031e-01 9.771625824233451940e-01 1.313582658363085409e+00 2.000000000000000000e+00
2.642266084850576346e-01 9.828853075307840692e-01 1.322931007803641590e+00 2.000000000000000000e+00
2.642359013786438893e-01 9.800831914939917011e-01 1.906601368630890248e+00 2.000000000000000000e+00
2.656097930709393484e-01 9.843152726355006710e-01 3.671637715818797165e+00 2.000000000000000000e+00
2.578372988474846306e-01 9.913312986410087735e-01 2.426523268269055844e+00 1.000000000000000000e+00
2.562338914003693402e-01 9.953579029732827488e-01 1.904993494885236949e+00 2.000000000000000000e+00
2.478394919020769083e-01 1.008744719295074477e+00 4.488379812248491696e+00 1.000000000000000000e+00
2.464197098304959088e-01 1.010922444365187189e+00 5.265305877363082310e+00 1.000000000000000000e+00
2.447396111307495736e-01 1.018265101609997059e+00 2.310184278827729365e+00 1.000000000000000000e+00
2.395811898878276169e-01 1.030665925033772412e+00 2.501999957301926703e+00 3.000000000000000000e+00
2.409336130111617569e-01 1.024654359922096969e+00 3.131607430739267617e+00 1.000000000000000000e+00
2.449114623125338286e-01 1.020521838159683226e+00 2.268678605417951744e+00 3.000000000000000000e+00
2.478211602588120677e-01 1.014284920376786081e+00 1.990499133518863317e+00 3.000000000000000000e+00
2.409339355777543323e-01 1.025120535357824547e+00 2.877788348326102419e+00 4.000000000000000000e+00
2.402706062739725645e-01 1.028228264606867004e+00 2.405858412469462859e+00 4.000000000000000000e+00
2.420296349596184060e-01 1.023878468021220289e+00 2.432546889553866443e+00 1.000000000000000000e+00
2.443188531946641762e-01 1.021049366565351502e+00 2.168166354235518511e+00 1.000000000000000000e+00
2.336638468747557484e-01 1.036940545388447932e+00 5.275727498556664230e+00 2.000000000000000000e+00
2.357243729578846481e-01 1.038668153349570522e+00 2.547850869815164732e+00 1.000000000000000000e+00
2.344104868000106701e-01 1.045492181243592666e+00 5.564018622752369581e+00 3.000000000000000000e+00
2.280334298208327171e-01 1.052660171332815642e+00 3.294247273263988252e+00 8.000000000000000000e+00
2.307400833357233227e-01 1.048933253644657615e+00 2.979535295376585680e+00 2.000000000000000000e+00
2.380072249074092761e-01 1.035498914607543730e+00 3.107233635221765322e+00 3.000000000000000000e+00
2.366180718409465200e-01 1.032841180287226601e+00 3.868302499913282677e+00 1.000000000000000000e+00
2.382158836603419927e-01 1.029165290684641798e+00 4.057386696522194747e+00 2.000000000000000000e+00
2.430758410993472396e-01 1.024975701268526995e+00 2.636583586555890424e+00 3.000000000000000000e+00
2.410623206991187872e-01 1.024264539655070028e+00 3.201421285308404752e+00 1.000000000000000000e+00
2.345027207938903679e-01 1.038298990827936752e+00 2.790328293660262471e+00 2.000000000000000000e+01
2.384203285785353732e-01 1.033165979133877865e+00 2.584591699180645907e+00 3.000000000000000000e+00
2.354567546398650679e-01 1.035016312391981996e+00 3.380574206047938013e+00 1.000000000000000000e+01
2.412672451200997548e-01 1.030646526257183337e+00 4.133728811597489283e+00 6.000000000000000000e+00
2.382470007998268580e-01 1.029930655644662130e+00 3.451504487823093825e+00 2.000000000000000000e+00
2.456626914821265772e-01 1.019876130079405918e+00 2.547779085973410851e+00 2.000000000000000000e+00
2.488090711062041216e-01 1.009179434519117624e+00 2.538193587725614542e+00 9.000000000000000000e+00
2.516640150898619699e-01 1.006015483538342359e+00 1.737202249909979734e+00 1.000000000000000000e+01
2.547608892534756753e-01 1.001289621323879331e+00 1.760160528948753633e+00 9.000000000000000000e+00
2.556791279451744447e-01 9.986643227454474747e-01 1.550939267325657900e+00 1.000000000000000000e+00
2.625350935812421072e-01 9.901311802065534406e-01 3.923459921743765566e+00 2.000000000000000000e+00
2.544984770215122927e-01 9.968472447509147960e-01 3.111997648968650942e+00 2.000000000000000000e+00
2.661475256981155058e-01 9.843460246332752517e-01 4.880765889040381111e+00 1.000000000000000000e+00
2.641965725070983262e-01 9.840727820767681822e-01 1.616315290250518677e+00 2.100000000000000000e+01
2.646313711975829541e-01 9.837565345408523232e-01 1.824616768657606691e+00 3.000000000000000000e+00
2.597548526892948240e-01 9.912515145114496606e-01 1.441865050642674007e+00 4.000000000000000000e+00
2.549515370208916276e-01 1.000074897736436208e+00 1.563997905552356515e+00 2.000000000000000000e+00
2.474525323975438895e-01 1.013034968296853133e+00 2.113685897274594883e+00 4.000000000000000000e+00
2.501832236545725174e-01 1.013952031823907474e+00 4.758783571341784757e+00 1.000000000000000000e+00
2.469212704009205450e-01 1.013214561595965568e+00 2.468205994901466749e+00 7.000000000000000000e+00
2.458871732094485840e-01 1.016217241375615643e+00 2.176838200462770434e+00 2.200000000000000000e+01
2.493042334359697743e-01 1.009587525454322954e+00 1.971713288290503741e+00 6.000000000000000000e+00
2.572264843665280076e-01 1.001035390320349050e+00 5.350672335255920231e+00 1.000000000000000000e+00
2.510602186077615094e-01 1.007267767986709694e+00 1.764863234418067028e+00 5.000000000000000000e+00
2.588358631627051820e-01 9.927166716502020538e-01 1.451477055367544233e+00 5.000000000000000000e+00
2.574475008978920343e-01 9.956781136901177165e-01 1.524835157262814489e+00 1.000000000000000000e+00
2.616011473666441933e-01 9.887606992990418675e-01 1.638617261687954185e+00 2.000000000000000000e+00
2.628364985206252391e-01 9.858274816397707419e-01 1.418420049185896037e+00 1.000000000000000000e+00
