# Omega_m sigma_8 chi2 weight
2.564818904481174222e-01 8.337052542882891215e-01 1.102909806574508345e+01 1.000000000000000000e+00
2.672536163246666541e-01 8.362114936859891268e-01 1.435666596873232770e+01 1.000000000000000000e+00
2.589861163402953914e-01 8.546745881979745940e-01 9.114000543818470135e+00 1.000000000000000000e+00
2.609704706188211709e-01 8.623990641318542982e-01 9.166146389995645904e+00 1.000000000000000000e+00
2.574084318710416763e-01 8.684977745448615449e-01 7.917127976212582574e+00 1.000000000000000000e+00
2.600511780640333281e-01 8.612164904749739502e-01 8.959270236634120366e+00 1.000000000000000000e+00
2.579455588458697823e-01 8.633930423834698109e-01 8.231782479686215126e+00 1.000000000000000000e+00
2.539230121098443593e-01 8.813763394998662681e-01 7.248642276734430290e+00 1.000000000000000000e+00
2.532322717538201817e-01 8.886411341467339575e-01 7.599480355365871631e+00 2.000000000000000000e+00
2.566032722197937321e-01 8.896875178191193667e-01 8.405928283300999837e+00 2.000000000000000000e+00
2.488101458058652460e-01 9.021545530862884466e-01 8.651097184642262405e+00 2.000000000000000000e+00
2.589271781619757462e-01 8.942342014893266411e-01 9.338899517574153819e+00 1.000000000000000000e+00
2.665387021962536407e-01 8.899072068210444053e-01 1.080894136452620025e+01 1.000000000000000000e+00
2.594088588296661890e-01 8.918196667079753004e-01 9.213424396366569624e+00 1.000000000000000000e+00
2.530050440052327709e-01 8.844264086209420173e-01 7.233056683438247703e+00 5.000000000000000000e+00
2.388462556411079518e-01 8.976964467083082821e-01 6.925482862488602009e+00 1.000000000000000000e+00
2.376051986555572648e-01 8.992674163713170188e-01 7.172818581069601684e+00 1.000000000000000000e+00
2.439353748537218258e-01 8.891708184060305165e-01 6.113693145143264118e+00 5.000000000000000000e+00
2.431269322090957863e-01 8.909524613598375220e-01 6.239713431821234835e+00 1.000000000000000000e+00
2.461837944302395220e-01 8.820497792864347986e-01 5.750539386828473987e+00 1.000000000000000000e+00
2.423352136310452654e-01 8.847033355770446139e-01 5.393391148293476434e+00 1.000000000000000000e+00
2.453857147354528145e-01 8.870908158650544495e-01 6.082573344510428193e+00 1.000000000000000000e+00
2.554620563755480300e-01 8.798288231005723103e-01 7.531518229275120824e+00 1.000000000000000000e+00
2.535873270122860901e-01 8.822268398019040836e-01 7.220132482569256105e+00 3.000000000000000000e+00
2.476270445801114495e-01 8.960465859484538775e-01 7.533684557362880341e+00 1.000000000000000000e+00
2.423222614512389739e-01 8.928641869968896305e-01 6.416620746141046716e+00 1.000000000000000000e+00
2.483084033916130862e-01 8.898366653696225814e-01 6.824687657651351991e+00 2.000000000000000000e+00
2.527474850434188181e-01 8.876069363320787664e-01 7.426769820831736979e+00 1.000000000000000000e+00
2.498424583272596256e-01 8.808268443447930807e-01 6.339701440287706546e+00 2.000000000000000000e+00
2.497774810412844715e-01 8.912695383361765034e-01 7.229180374597309111e+00 1.000000000000000000e+00
2.520348627627455040e-01 8.812192444871576047e-01 6.815606706777577628e+00 2.000000000000000000e+00
2.595046665528273344e-01 8.751073011278751590e-01 8.438104865896933759e+00 1.000000000000000000e+00
2.602230421271216620e-01 8.738042432811442550e-01 8.627778973203653834e+00 1.000000000000000000e+00
2.614739509956188201e-01 8.739617041175745671e-01 8.971648202975309516e+00 1.000000000000000000e+00
2.550773501010998312e-01 8.833058936958094742e-01 7.612187038307101083e+00 1.000000000000000000e+00
2.509100785072114204e-01 8.840434774556512609e-01 6.765372533999826743e+00 1.000000000000000000e+00
2.528424004208856823e-01 8.846570504524025047e-01 7.215150739881591058e+00 1.000000000000000000e+00
2.442707409343073954e-01 8.900399780435609420e-01 6.265722530348097230e+00 1.000000000000000000e+00
2.456578623040919229e-01 8.862866952367782769e-01 6.041072310468300621e+00 2.000000000000000000e+00
2.401502946077684886e-01 8.795063789090177275e-01 4.607118077356911812e+00 2.000000000000000000e+00
2.376454080121308821e-01 8.797311414367664506e-01 4.299488821348194989e+00 1.000000000000000000e+00
2.260809982456912226e-01 8.846174224403315911e-01 4.375816368288124814e+00 1.000000000000000000e+00
2.232846619232159713e-01 8.853271630496333255e-01 4.624763005446999919e+00 1.000000000000000000e+00
2.329773418095238691e-01 8.728718969790751903e-01 3.207915725988248035e+00 2.000000000000000000e+00
2.410603118827835678e-01 8.724816284743563966e-01 4.292401253482094781e+00 1.000000000000000000e+00
2.413899011792260130e-01 8.772905263802622811e-01 4.618629135401814523e+00 2.000000000000000000e+00
2.459471791572084287e-01 8.756547360514493894e-01 5.315564958856943356e+00 1.000000000000000000e+00
2.320040448729215332e-01 8.865125006146401532e-01 4.709158796925771107e+00 2.000000000000000000e+00
2.385429805668684566e-01 8.781334160151824664e-01 4.278382077334644151e+00 1.000000000000000000e+00
2.390609852326084639e-01 8.780936594251905758e-01 4.343069601334059726e+00 1.000000000000000000e+00
2.415251679746621416e-01 8.789300991464563673e-01 4.757095059871407905e+00 1.000000000000000000e+00
2.340660692613606708e-01 8.796471534962798655e-01 3.933028106414443670e+00 1.000000000000000000e+00
2.332677943727906600e-01 8.838220470281860086e-01 4.380781171108403704e+00 2.000000000000000000e+00
2.327704692796912223e-01 8.768556289814791738e-01 3.536841201410401592e+00 2.000000000000000000e+00
2.358028155097148248e-01 8.677317792089961346e-01 3.260902354430265770e+00 2.000000000000000000e+00
2.295924335537642413e-01 8.652308273055203669e-01 2.389558319344935899e+00 1.000000000000000000e+00
2.255357824700832403e-01 8.669688939734466748e-01 2.183529576464661393e+00 1.000000000000000000e+00
2.250269316269162823e-01 8.541280867341483063e-01 1.575388847475640342e+00 1.000000000000000000e+00
2.265791133628439757e-01 8.517545604996108466e-01 1.749989763671404353e+00 2.000000000000000000e+00
2.277242070361531479e-01 8.474519542418575968e-01 1.997899942918365701e+00 1.000000000000000000e+00
2.284007905789776083e-01 8.580165626026862169e-01 2.011362258218096777e+00 1.000000000000000000e+00
2.225212470897093842e-01 8.647822339328762320e-01 1.884689454164221178e+00 3.000000000000000000e+00
2.185339432430177253e-01 8.658501464271385339e-01 1.956218897325396000e+00 1.000000000000000000e+00
2.277251678994844930e-01 8.637499002933547443e-01 2.136336842835731442e+00 2.000000000000000000e+00
2.152231780817716322e-01 8.691682815825103603e-01 2.543882335197318323e+00 1.000000000000000000e+00
2.077017511046827525e-01 8.722661933592935624e-01 4.220415526306809717e+00 1.000000000000000000e+00
2.142191441886377445e-01 8.606368128605050849e-01 1.585249182292001624e+00 1.000000000000000000e+00
2.146090498055391316e-01 8.579319224126022991e-01 1.324584299120503461e+00 1.000000000000000000e+00
2.226656861460183101e-01 8.422450085565339473e-01 1.453535813269157151e+00 1.000000000000000000e+00
2.303421404743865308e-01 8.402859862255037671e-01 2.859384208872069344e+00 2.000000000000000000e+00
2.391869354381873647e-01 8.305018527652354710e-01 6.131021623522316055e+00 1.000000000000000000e+00
2.406863333706176777e-01 8.374622296682080469e-01 5.605755599664259847e+00 2.000000000000000000e+00
2.437864101559123753e-01 8.491472227571127407e-01 5.264109706077531925e+00 1.000000000000000000e+00
2.378618413273984322e-01 8.512599733439297767e-01 3.729131336678341846e+00 1.000000000000000000e+00
2.306268208372248829e-01 8.450992888506551060e-01 2.597820794680028023e+00 1.000000000000000000e+00
2.314211472815212722e-01 8.439264948166083080e-01 2.819026528501471507e+00 1.000000000000000000e+00
2.330287704578481445e-01 8.351229143632310503e-01 3.930418711501103779e+00 1.000000000000000000e+00
2.216708331958814060e-01 8.475696136129593494e-01 1.213793414525081937e+00 1.000000000000000000e+00
2.194843134018665820e-01 8.495149447290486489e-01 1.031847252763895995e+00 1.000000000000000000e+00
2.208686799537274426e-01 8.568633192079989636e-01 1.323488501062052736e+00 2.000000000000000000e+00
2.214242945573413612e-01 8.541982322960948171e-01 1.260161330549230962e+00 1.000000000000000000e+00
2.156557208864483266e-01 8.554430540043673759e-01 1.126526636552744653e+00 1.000000000000000000e+00
2.114082136960422631e-01 8.572754580385181233e-01 1.426122542682620287e+00 1.000000000000000000e+00
2.075150320552043293e-01 8.564617203580746629e-01 1.718832805680159170e+00 1.000000000000000000e+00
2.121445010110616647e-01 8.481569827749265711e-01 7.677597529832540513e-01 1.000000000000000000e+00
2.037779074736842666e-01 8.491856279773023486e-01 1.437216063638597552e+00 2.000000000000000000e+00
2.046784599611906341e-01 8.525097910694312553e-01 1.653998413932020961e+00 1.000000000000000000e+00
2.015624461243679666e-01 8.539030879500607574e-01 2.379024601261757077e+00 2.000000000000000000e+00
2.113891898906606059e-01 8.510835890620894739e-01 9.375535158930383695e-01 2.000000000000000000e+00
2.034331519336614047e-01 8.540442138617471146e-01 2.036755515902979319e+00 3.000000000000000000e+00
2.016273050808859713e-01 8.459383891696509172e-01 1.443238039448173637e+00 1.000000000000000000e+00
2.017025101509995200e-01 8.500306098429935009e-01 1.858414983510257468e+00 1.000000000000000000e+00
2.097635970680928608e-01 8.419940436024320185e-01 5.907021475565648050e-01 1.000000000000000000e+00
2.125130131376746223e-01 8.450241914169597246e-01 6.650438745292427400e-01 1.000000000000000000e+00
2.069783222954887647e-01 8.428626918390960121e-01 6.981067194565611089e-01 1.000000000000000000e+00
2.142323483533311312e-01 8.369689581139070356e-01 7.554672439527660988e-01 2.000000000000000000e+00
2.194304718232339968e-01 8.345586150174634232e-01 1.409921376433658891e+00 1.000000000000000000e+00
2.202056224024505904e-01 8.305018938699630926e-01 1.824850677164105539e+00 1.000000000000000000e+00
2.111575029212202081e-01 8.434865222970644449e-01 6.201560530174109465e-01 1.000000000000000000e+00
2.137232318287314303e-01 8.469770047166284010e-01 7.320997601302055013e-01 1.000000000000000000e+00
2.150288537083989981e-01 8.375838913045501322e-01 7.982978871423025424e-01 1.000000000000000000e+00
2.233644103817464532e-01 8.218129209273382640e-01 3.399573459546493925e+00 1.000000000000000000e+00
2.235072480975249798e-01 8.249189771612512878e-01 3.020057608845944319e+00 4.000000000000000000e+00
2.251615158887843582e-01 8.213124292999028908e-01 3.873468762308124091e+00 2.000000000000000000e+00
2.203643245624333225e-01 8.178165370757490837e-01 3.329590143716489425e+00 2.000000000000000000e+00
2.193149982459472180e-01 8.218109897899630312e-01 2.585757078974000756e+00 1.000000000000000000e+00
2.217872414745172549e-01 8.210126142044315012e-01 3.175019661312202590e+00 2.000000000000000000e+00
2.267981779373196005e-01 8.239771295435598386e-01 3.869094059183759260e+00 1.000000000000000000e+00
2.094563853737692605e-01 8.322028208293779095e-01 6.158226467104108703e-01 2.000000000000000000e+00
2.017770350622893893e-01 8.322507521709947564e-01 6.871979654909160518e-01 2.000000000000000000e+00
2.044911458619129985e-01 8.418709523452099219e-01 8.153040313409516404e-01 1.000000000000000000e+00
2.035684394004496356e-01 8.435953380170915228e-01 1.004079787483094677e+00 1.000000000000000000e+00
2.118502519163945330e-01 8.433225538571503810e-01 6.220382135961163295e-01 3.000000000000000000e+00
2.169630339116590256e-01 8.409717716010698396e-01 8.726520767212834206e-01 1.000000000000000000e+00
2.121358904153514968e-01 8.382595868595550392e-01 6.110622399745423428e-01 1.000000000000000000e+00
2.025820513346404672e-01 8.433730346765553332e-01 1.100890087670433060e+00 1.000000000000000000e+00
2.060635493216519121e-01 8.506339078566214074e-01 1.287820521100963234e+00 1.000000000000000000e+00
2.008066209036248606e-01 8.432493495620896340e-01 1.331494086660981679e+00 1.000000000000000000e+00
2.066992332809155786e-01 8.389012834791494955e-01 5.817338922719803573e-01 2.000000000000000000e+00
2.034290445677005843e-01 8.429879172423477840e-01 9.788947316959045741e-01 1.000000000000000000e+00
2.063980237208183077e-01 8.364212303369873425e-01 5.474774272950331255e-01 2.000000000000000000e+00
2.098786402211640367e-01 8.324150150063165388e-01 6.278626877794497574e-01 3.000000000000000000e+00
2.186505026123693463e-01 8.381657223413477853e-01 1.124086122316716674e+00 1.000000000000000000e+00
2.198115800302056222e-01 8.370442486799497539e-01 1.316692381765008690e+00 1.000000000000000000e+00
2.123799195241334037e-01 8.448848995883305735e-01 6.607548838162242699e-01 1.000000000000000000e+00
2.040828866612686976e-01 8.411504183204635554e-01 8.116100276607315367e-01 3.000000000000000000e+00
2.143157524466544894e-01 8.252643089785525188e-01 1.430791600495915805e+00 1.000000000000000000e+00
1.999128843728735228e-01 8.357839725257513175e-01 9.644231199653826581e-01 1.000000000000000000e+00
1.997986692159979816e-01 8.372159227541096094e-01 1.051923391718802447e+00 1.000000000000000000e+00
1.986643324682535461e-01 8.312086608073714356e-01 9.272165271535960374e-01 1.000000000000000000e+00
1.864300088627807994e-01 8.426102220035734947e-01 5.416125983961832091e+00 1.000000000000000000e+00
1.876555429696424582e-01 8.381282830861336297e-01 4.134718746731648409e+00 1.000000000000000000e+00
1.964194699908133890e-01 8.378472443377996681e-01 1.631218938686937348e+00 2.000000000000000000e+00
2.028271067567490038e-01 8.346738130161364122e-01 6.690656242716677138e-01 1.000000000000000000e+00
1.943271355044981497e-01 8.507643539231697360e-01 3.831488475352075262e+00 1.000000000000000000e+00
1.922527451451138680e-01 8.462381702620543900e-01 3.761933497613814126e+00 1.000000000000000000e+00
1.925383420006417934e-01 8.465178306275943365e-01 3.711096993359302321e+00 4.000000000000000000e+00
1.935757171155758349e-01 8.384507364161833953e-01 2.316303839214343796e+00 1.000000000000000000e+00
2.027127578414502640e-01 8.308944613564670512e-01 6.279125598069690284e-01 1.000000000000000000e+00
2.127903656973616220e-01 8.221298573787568786e-01 1.520700788015811433e+00 1.000000000000000000e+00
2.071442214302206264e-01 8.293500150917185731e-01 6.198597170877997442e-01 1.000000000000000000e+00
1.967362535682619096e-01 8.376680706003337695e-01 1.556869091716069908e+00 3.000000000000000000e+00
1.977913053390840115e-01 8.251043729590633591e-01 9.125394153532712105e-01 1.000000000000000000e+00
2.073555387738928724e-01 8.092659010958931365e-01 2.287670533720140842e+00 4.000000000000000000e+00
1.909080615134489955e-01 8.235281108413822215e-01 1.811274675622345676e+00 1.000000000000000000e+00
2.026556561264584444e-01 8.209236781598014954e-01 8.650057606540040300e-01 1.000000000000000000e+00
2.084859723282421751e-01 8.100269293586203068e-01 2.333489288937628636e+00 2.000000000000000000e+00
2.068666735659396849e-01 8.092898065613589598e-01 2.221780448762981752e+00 1.000000000000000000e+00
1.961247367739949732e-01 8.227738732206150152e-01 1.055355515433981317e+00 1.000000000000000000e+00
1.937175773391151545e-01 8.211475320432033431e-01 1.309116863267218767e+00 1.000000000000000000e+00
2.068346006989742469e-01 8.139572729466129086e-01 1.665640092408034789e+00 1.000000000000000000e+00
2.068041179166219545e-01 8.118042056026434361e-01 1.903688221691600679e+00 2.000000000000000000e+00
2.102253790248075072e-01 8.190586645201023419e-01 1.507499625959192624e+00 1.000000000000000000e+00
2.126958317681432176e-01 8.102545485359426980e-01 2.968851642419339409e+00 3.000000000000000000e+00
2.079351809068127888e-01 8.142396266433445939e-01 1.754083179528710401e+00 1.000000000000000000e+00
2.084605763566597103e-01 8.125247568008980847e-01 2.011493273557136696e+00 1.000000000000000000e+00
2.008039530759274105e-01 8.209956047310742466e-01 8.530795527324739336e-01 1.000000000000000000e+00
1.932259431204698397e-01 8.314445058467674343e-01 1.782885288531337764e+00 4.000000000000000000e+00
2.086823718728134103e-01 8.195305431488155712e-01 1.301066807536930492e+00 3.000000000000000000e+00
