# Omega_m sigma_8 chi2 weight
2.142030031767035991e-01 8.416599153183877968e-01 6.827648032392186206e-01 3.000000000000000000e+00
2.190944227842754888e-01 8.370464891453277545e-01 1.226930407895026942e+00 1.000000000000000000e+00
2.271695100242302756e-01 8.334690185785256222e-01 2.815233876456062490e+00 1.000000000000000000e+00
2.134285103667634409e-01 8.492292693436830353e-01 8.062139687174619818e-01 1.000000000000000000e+00
2.274059748573276085e-01 8.323030799236890154e-01 2.981944825414165390e+00 1.000000000000000000e+00
2.173841731956928369e-01 8.493489172947543686e-01 9.060425416033349721e-01 1.000000000000000000e+00
2.153041710667469577e-01 8.635580862647422862e-01 1.834652137747283529e+00 1.000000000000000000e+00
2.239466394761483736e-01 8.554165229573926776e-01 1.489644606546651318e+00 1.000000000000000000e+00
2.209847420414730312e-01 8.695513470737608053e-01 2.318510843297410418e+00 2.000000000000000000e+00
2.333940834455813518e-01 8.604031778195501134e-01 2.721788814483441676e+00 1.000000000000000000e+00
2.408294049165405903e-01 8.421582155051315910e-01 5.122503911404005628e+00 1.000000000000000000e+00
2.361151032484043455e-01 8.428172660826367402e-01 3.903560110360535962e+00 1.000000000000000000e+00
2.293615604816141573e-01 8.561691658122240201e-01 2.113910556908669136e+00 1.000000000000000000e+00
2.289873280564051483e-01 8.581932259426779952e-01 2.086671658644186689e+00 2.000000000000000000e+00
2.237843668561866339e-01 8.614820546837722581e-01 1.720113237097803616e+00 1.000000000000000000e+00
2.297722788954880413e-01 8.488070573599919566e-01 2.283042028124835809e+00 1.000000000000000000e+00
2.234272633941080388e-01 8.528077631440550421e-01 1.399810389001173050e+00 1.000000000000000000e+00
2.219817857467490663e-01 8.568628245400961019e-01 1.390008889127706704e+00 1.000000000000000000e+00
2.275649846243274488e-01 8.518806727933654344e-01 1.880437455060246732e+00 2.000000000000000000e+00
2.215243571079310303e-01 8.499324896659014028e-01 1.197357231153477031e+00 2.000000000000000000e+00
2.258357062893580625e-01 8.326998862289470837e-01 2.624692502903423375e+00 1.000000000000000000e+00
2.309816531704927400e-01 8.320021944336292163e-01 3.805428215237036227e+00 2.000000000000000000e+00
2.295479169597270108e-01 8.355466395403077229e-01 3.106318267140436351e+00 1.000000000000000000e+00
2.270343838276104309e-01 8.418372654290329216e-01 2.138297877207919306e+00 1.000000000000000000e+00
2.266551813865584075e-01 8.444770291252710059e-01 1.942590372366212792e+00 1.000000000000000000e+00
2.314736034121613883e-01 8.482865407742926633e-01 2.598987358594482266e+00 1.000000000000000000e+00
2.283069151419158671e-01 8.427467095791207896e-01 2.307832429282144382e+00 2.000000000000000000e+00
2.203523940166421946e-01 8.594989811960899173e-01 1.441262471443204296e+00 1.000000000000000000e+00
2.168462382682767031e-01 8.567830761877383017e-01 1.208345892372783004e+00 2.000000000000000000e+00
2.169728122592443631e-01 8.659670650812199000e-01 2.019254861029068593e+00 2.000000000000000000e+00
2.094819432286623706e-01 8.745518976302129044e-01 4.309722390020112037e+00 1.000000000000000000e+00
2.060535777531591339e-01 8.800378684352223591e-01 6.484239020138195642e+00 1.000000000000000000e+00
2.041136036413346844e-01 8.718351755711817308e-01 5.039532218046719692e+00 2.000000000000000000e+00
2.089165378278527163e-01 8.711993196375883430e-01 3.747434417038497223e+00 1.000000000000000000e+00
2.255909685677462972e-01 8.637418092112235657e-01 1.966752151620752898e+00 1.000000000000000000e+00
2.222257268234897332e-01 8.550439559010658552e-01 1.344277743754638266e+00 1.000000000000000000e+00
2.270253914762675185e-01 8.558031688377931712e-01 1.815830551573271556e+00 1.000000000000000000e+00
2.238261498790228010e-01 8.617085233164497593e-01 1.730123087897100120e+00 1.000000000000000000e+00
2.285115421435902350e-01 8.522940039082855801e-01 2.008673040708822022e+00 2.000000000000000000e+00
2.296334882208506956e-01 8.580467868980721224e-01 2.166134381726884328e+00 1.000000000000000000e+00
2.357920788099716614e-01 8.531105525560147562e-01 3.226559568708965653e+00 1.000000000000000000e+00
2.268914405222908215e-01 8.491426255972945869e-01 1.828864755119745666e+00 4.000000000000000000e+00
2.255425235735144529e-01 8.531494982318296172e-01 1.623598129924587408e+00 3.000000000000000000e+00
2.301575986163264531e-01 8.560509884349685183e-01 2.224141162509032377e+00 1.000000000000000000e+00
2.215447067213154875e-01 8.684396228081500135e-01 2.196201043957416665e+00 2.000000000000000000e+00
2.253396275947827099e-01 8.474747689984563070e-01 1.650703681720908422e+00 1.000000000000000000e+00
2.287139772254171144e-01 8.508449311869821230e-01 2.060385721280058924e+00 1.000000000000000000e+00
2.298282345773928204e-01 8.574102423953956498e-01 2.185492654006508051e+00 1.000000000000000000e+00
2.167729902024376765e-01 8.591274285464651772e-01 1.373464532130144189e+00 1.000000000000000000e+00
2.172577591238554484e-01 8.572124564077524544e-01 1.238039158758116987e+00 1.000000000000000000e+00
2.154487976089492773e-01 8.567194462491807272e-01 1.213661437394888853e+00 1.000000000000000000e+00
2.290073620317261693e-01 8.426485261406029270e-01 2.439668737856851344e+00 1.000000000000000000e+00
2.271430588232033476e-01 8.459180373453750734e-01 1.960846485292268238e+00 1.000000000000000000e+00
2.149242305116105811e-01 8.560263996848983536e-01 1.172441256934434017e+00 1.000000000000000000e+00
2.130956931380301178e-01 8.554169159060031058e-01 1.175889615966639212e+00 1.000000000000000000e+00
1.994526845177335139e-01 8.691068621571513830e-01 5.911335737289060255e+00 1.000000000000000000e+00
1.957681916375220432e-01 8.719740717484930626e-01 8.237852756281045075e+00 1.000000000000000000e+00
1.880458402552595831e-01 8.739347798671209810e-01 1.343895995677959654e+01 4.000000000000000000e+00
1.941316188902659778e-01 8.753306284712277785e-01 1.012973034666432426e+01 4.000000000000000000e+00
1.961351126903798092e-01 8.676902484027174678e-01 6.866944663874851251e+00 3.000000000000000000e+00
1.985986845908555565e-01 8.701338121749762067e-01 6.499932509502460043e+00 4.000000000000000000e+00
2.022971566834193824e-01 8.632948314032679038e-01 3.752078483118747698e+00 1.000000000000000000e+00
2.091204092077171839e-01 8.731766491918023787e-01 4.101991659878589047e+00 4.000000000000000000e+00
2.146352672817474216e-01 8.784821925750341265e-01 4.195239470344777288e+00 2.000000000000000000e+00
2.226389088437461528e-01 8.830157077261845400e-01 4.226094053791041638e+00 1.000000000000000000e+00
2.299825556016492079e-01 8.835072047227298109e-01 4.207679483133366816e+00 2.000000000000000000e+00
2.399809129109495009e-01 8.683369605023536497e-01 3.956851646294627489e+00 1.000000000000000000e+00
2.417315874273829046e-01 8.711112818593048646e-01 4.353044919834262672e+00 1.000000000000000000e+00
2.469818514790938502e-01 8.582914871633794407e-01 5.524518503811424175e+00 1.000000000000000000e+00
2.322064591591472271e-01 8.700867034127708344e-01 2.931661049884836778e+00 2.000000000000000000e+00
2.227469685356293916e-01 8.773802549463554090e-01 3.309605715546844351e+00 1.000000000000000000e+00
2.311065758031689565e-01 8.755884040584825945e-01 3.282717858903382968e+00 2.000000000000000000e+00
2.229468789948657326e-01 8.781551773637845670e-01 3.419465939633920204e+00 1.000000000000000000e+00
2.333797867734601628e-01 8.647430102318266476e-01 2.820210093152505593e+00 1.000000000000000000e+00
2.222840989899670938e-01 8.750598512360305836e-01 2.991450180122936509e+00 2.000000000000000000e+00
2.256878492655662038e-01 8.714535275785498802e-01 2.586932084355309858e+00 1.000000000000000000e+00
2.191162992372943374e-01 8.618033528115843778e-01 1.579252438572103845e+00 4.000000000000000000e+00
2.201587808207008112e-01 8.615111990821435750e-01 1.570768256818126263e+00 1.000000000000000000e+00
2.166902971838625125e-01 8.698960401630894124e-01 2.527154317596270072e+00 1.000000000000000000e+00
2.211817046914688056e-01 8.647142218378756073e-01 1.841575685029428255e+00 1.000000000000000000e+00
2.223553042442314442e-01 8.710062146568836594e-01 2.475255110183536722e+00 1.000000000000000000e+00
2.125124010075229719e-01 8.815318473751834194e-01 5.218591990340937237e+00 2.000000000000000000e+00
2.120163913136358935e-01 8.843725670976984032e-01 6.008107618388405236e+00 1.000000000000000000e+00
2.085274052597775873e-01 8.773096617658466823e-01 5.123832174040905407e+00 1.000000000000000000e+00
2.097231634875529882e-01 8.786184578326446948e-01 5.148352751916287495e+00 2.000000000000000000e+00
2.080297964717718884e-01 8.721260016791112513e-01 4.119413782827916037e+00 1.000000000000000000e+00
2.067744467091210681e-01 8.728238312334881677e-01 4.549636431683341087e+00 1.000000000000000000e+00
2.033175491545938796e-01 8.687916322657873724e-01 4.590078627360862029e+00 1.000000000000000000e+00
1.985760974911948140e-01 8.677032031775424592e-01 5.891812135499918668e+00 2.000000000000000000e+00
2.099309578898813922e-01 8.637195905795013173e-01 2.341233811809082965e+00 1.000000000000000000e+00
2.105975468364042757e-01 8.602754812437288789e-01 1.817021647501993353e+00 1.000000000000000000e+00
2.098312620288467212e-01 8.502780304668668965e-01 9.538892245975961748e-01 1.000000000000000000e+00
2.039241711334527363e-01 8.515791854471785882e-01 1.663793178782345006e+00 1.000000000000000000e+00
2.059263634039229796e-01 8.565263668293467969e-01 1.942281155745865684e+00 3.000000000000000000e+00
2.047650642516144759e-01 8.559573026164526421e-01 2.054047688172692343e+00 1.000000000000000000e+00
2.070804677614480893e-01 8.541269488692009304e-01 1.512840653820003434e+00 1.000000000000000000e+00
2.099350176803188861e-01 8.593388292617217816e-01 1.775074544422102329e+00 3.000000000000000000e+00
2.208140360712964878e-01 8.630566486206439070e-01 1.700038276674982862e+00 4.000000000000000000e+00
2.232531876672508020e-01 8.507421311943337283e-01 1.368071941834880567e+00 1.000000000000000000e+00
2.180728842277697699e-01 8.542548908082996384e-01 1.096972625654061950e+00 1.000000000000000000e+00
2.189257617514871468e-01 8.497211808958484713e-01 9.978731255887921536e-01 1.000000000000000000e+00
2.136030512852240826e-01 8.624331440640361501e-01 1.812357264739769214e+00 2.000000000000000000e+00
2.223844601956265488e-01 8.612626019102125330e-01 1.627754971164339093e+00 2.000000000000000000e+00
2.167916784056515001e-01 8.678732939588099660e-01 2.255796626283885775e+00 1.000000000000000000e+00
2.130664425936905915e-01 8.719819333762540703e-01 3.215639089424175978e+00 2.000000000000000000e+00
2.183000870851893593e-01 8.843702496242474842e-01 4.891034888061249752e+00 1.000000000000000000e+00
2.174630342492572810e-01 8.774073401479463019e-01 3.637640608056838865e+00 2.000000000000000000e+00
2.164765815097370594e-01 8.776527226593148212e-01 3.787063557201591824e+00 1.000000000000000000e+00
2.231910719175752011e-01 8.688979856965630688e-01 2.259627357695139782e+00 1.000000000000000000e+00
2.324349357065313149e-01 8.618196740196785166e-01 2.604416569327008713e+00 1.000000000000000000e+00
2.242955421780837288e-01 8.660818678920728653e-01 2.053958850399361324e+00 1.000000000000000000e+00
2.189174100046044069e-01 8.717434895427074171e-01 2.650073245829573487e+00 1.000000000000000000e+00
2.235032878184949612e-01 8.695758361727985442e-01 2.340134922441146070e+00 3.000000000000000000e+00
2.266144800097560918e-01 8.840017177791678060e-01 4.261955587415285684e+00 1.000000000000000000e+00
2.366599326198179087e-01 8.861835134403506231e-01 4.934649304843670592e+00 1.000000000000000000e+00
2.355356223574490426e-01 8.779234568052518561e-01 3.908570513278646352e+00 1.000000000000000000e+00
2.357571923140497905e-01 8.777922088740418571e-01 3.909425476703311197e+00 1.000000000000000000e+00
2.367763089029356061e-01 8.626644146336597263e-01 3.291054844475333141e+00 1.000000000000000000e+00
2.330334980003107015e-01 8.734922532094273606e-01 3.270929742623753800e+00 2.000000000000000000e+00
2.286747302209374277e-01 8.795816003339252953e-01 3.625335048436299168e+00 1.000000000000000000e+00
2.234445798246244008e-01 8.840177095143809671e-01 4.372562834931204456e+00 1.000000000000000000e+00
2.200316864017584917e-01 8.888607328671067620e-01 5.658003670766762916e+00 2.000000000000000000e+00
2.168830187341261595e-01 8.904611447750937492e-01 6.547932769492258664e+00 2.000000000000000000e+00
2.097152260161740667e-01 8.921601261238467639e-01 8.845720050146216096e+00 1.000000000000000000e+00
2.256832255701602397e-01 8.750449991864223120e-01 2.982668850015205209e+00 1.000000000000000000e+00
2.324114573122194605e-01 8.509862637842688926e-01 2.667246443154914104e+00 2.000000000000000000e+00
2.283907253270283655e-01 8.634907018490274311e-01 2.186286992485241054e+00 1.000000000000000000e+00
2.321191288923297458e-01 8.513870026064254137e-01 2.599552318010536656e+00 2.000000000000000000e+00
2.217793694700639362e-01 8.629997003474216832e-01 1.720316317239038550e+00 1.000000000000000000e+00
2.233314943576819311e-01 8.546694960178620182e-01 1.419102542619475216e+00 1.000000000000000000e+00
2.218473979408397412e-01 8.590367067978944560e-01 1.477026675722061810e+00 1.000000000000000000e+00
2.139402192049705276e-01 8.574857722775693913e-01 1.309329916931255777e+00 1.000000000000000000e+00
2.194230913934780702e-01 8.563664530145348452e-01 1.237578541615087513e+00 1.000000000000000000e+00
2.307794157610014718e-01 8.547688958268254700e-01 2.316069033787919285e+00 1.000000000000000000e+00
2.385261573788484413e-01 8.552700441490170835e-01 3.705438704095826097e+00 1.000000000000000000e+00
2.365997030971982995e-01 8.646499873468246333e-01 3.291834762003954307e+00 1.000000000000000000e+00
2.326943773406016935e-01 8.608531111183665985e-01 2.623568332932316061e+00 1.000000000000000000e+00
2.283239615918193632e-01 8.632851863845938389e-01 2.170386783437845857e+00 1.000000000000000000e+00
2.148963160383525473e-01 8.683341323189059935e-01 2.448299380394742819e+00 1.000000000000000000e+00
2.156911325291435422e-01 8.747174008731221084e-01 3.364324496879837589e+00 3.000000000000000000e+00
2.125780146144336247e-01 8.733439637525386434e-01 3.524132520158799853e+00 1.000000000000000000e+00
2.130419756106606555e-01 8.598674753280511895e-01 1.574308106648939276e+00 2.000000000000000000e+00
2.181845760744225704e-01 8.546529554399977524e-01 1.115195407378491543e+00 1.000000000000000000e+00
2.170973833831102706e-01 8.618830591360957527e-01 1.603874551171696528e+00 1.000000000000000000e+00
2.065745364158839137e-01 8.571641743427009796e-01 1.929283824070022302e+00 1.000000000000000000e+00
2.223983494023085428e-01 8.458506878622394920e-01 1.315287435402302529e+00 2.000000000000000000e+00
2.187653736226103651e-01 8.469351761299843684e-01 9.612229652024947280e-01 3.000000000000000000e+00
2.164192722144297198e-01 8.475930132182729615e-01 8.276099211333937111e-01 1.000000000000000000e+00
2.162596066531851657e-01 8.447048310598965770e-01 7.910721410225773909e-01 1.000000000000000000e+00
2.133489996252474763e-01 8.424587344138453338e-01 6.475154114766705771e-01 1.000000000000000000e+00
2.113258770444967349e-01 8.421197819516702543e-01 5.968459586836823982e-01 2.000000000000000000e+00
2.150271502282473379e-01 8.407512619571494428e-01 7.354407012911483577e-01 2.000000000000000000e+00
2.073424059605968039e-01 8.462870257971065735e-01 8.501389603268230122e-01 1.000000000000000000e+00
2.019013890106496067e-01 8.478388629036232027e-01 1.585028964139832519e+00 2.000000000000000000e+00
2.108081332612333492e-01 8.427394273775419276e-01 6.033305743638032181e-01 1.000000000000000000e+00
2.048070818189633713e-01 8.435096300768879507e-01 8.792088123570265257e-01 2.000000000000000000e+00
1.971008901796315049e-01 8.467947073271824276e-01 2.431897639767511166e+00 1.000000000000000000e+00
1.991430023349298750e-01 8.500952297038300021e-01 2.387000874651088456e+00 2.000000000000000000e+00
2.042327486378116841e-01 8.494179361164093667e-01 1.397797653141242602e+00 2.000000000000000000e+00
2.049678656163991808e-01 8.417952882645096668e-01 7.745859693375809485e-01 1.000000000000000000e+00
2.087773416947331373e-01 8.323295334966758219e-01 5.877253122786607609e-01 1.000000000000000000e+00
2.117771343140420759e-01 8.327270942125470921e-01 7.225858180732928071e-01 1.000000000000000000e+00
2.048643011121061841e-01 8.470823384599475148e-01 1.118634736086885351e+00 1.000000000000000000e+00
1.973500469279770020e-01 8.549796271886576093e-01 3.618345408294948218e+00 2.000000000000000000e+00
1.990271253301602039e-01 8.420960491303171036e-01 1.519733943959655109e+00 2.000000000000000000e+00
1.978778828485881214e-01 8.381400293786289701e-01 1.393256605697713812e+00 1.000000000000000000e+00
1.979858501050794639e-01 8.330125111625716894e-01 1.074080091736181020e+00 3.000000000000000000e+00
1.970099474827805841e-01 8.285675565053984837e-01 1.038180774536127116e+00 1.000000000000000000e+00
1.919313344391074816e-01 8.316049375962852874e-01 2.078264421914155502e+00 1.000000000000000000e+00
1.910144811915991114e-01 8.275165668091853943e-01 1.995408459521388789e+00 2.000000000000000000e+00
1.960493496273179870e-01 8.200692634414239457e-01 1.080847959458671959e+00 2.000000000000000000e+00
2.040178410529193687e-01 8.200495685749250585e-01 9.501914978249472732e-01 2.000000000000000000e+00
2.060668251602566503e-01 8.180291452254777607e-01 1.211526643499776679e+00 1.000000000000000000e+00
2.132202618815893236e-01 8.158389737016905618e-01 2.279903806892857876e+00 1.000000000000000000e+00
2.073479132430828265e-01 8.240907421518691711e-01 8.630727148679622207e-01 1.000000000000000000e+00
2.059532764106050129e-01 8.298907729379892961e-01 5.863436222509385010e-01 1.000000000000000000e+00
2.005381825890715786e-01 8.371943076310264242e-01 9.613984131628692253e-01 1.000000000000000000e+00
2.049153756728251952e-01 8.271687677856277565e-01 6.459063604345032239e-01 1.000000000000000000e+00
2.045959052774604381e-01 8.235676525737408715e-01 7.778330311820135234e-01 1.000000000000000000e+00
2.094688851048348566e-01 8.272373543455707745e-01 8.186716157941269500e-01 1.000000000000000000e+00
2.005271021694126632e-01 8.325244891199993225e-01 7.855479277713295350e-01 1.000000000000000000e+00
1.946487837686244615e-01 8.431039207613731934e-01 2.582067842316459139e+00 2.000000000000000000e+00
2.099788572037095402e-01 8.298161557075210970e-01 7.264863190272538018e-01 2.000000000000000000e+00
2.166341480370256034e-01 8.162776838118150913e-01 2.814869188026976055e+00 1.000000000000000000e+00
2.247805075975702060e-01 8.244076324425341218e-01 3.355769092367859141e+00 1.000000000000000000e+00
2.104262809004067702e-01 8.190402052102712105e-01 1.532497328024638561e+00 2.000000000000000000e+00
2.012228536927181954e-01 8.324923636118599646e-01 7.297021467226241231e-01 1.000000000000000000e+00
2.034663774581617346e-01 8.318975205558425401e-01 6.015439622248518470e-01 3.000000000000000000e+00
2.046311430972873047e-01 8.209916745332769272e-01 9.169498540238084638e-01 1.000000000000000000e+00
2.151504093340061707e-01 8.134090252606054339e-01 2.944482016763802168e+00 2.000000000000000000e+00
2.140991433206181349e-01 8.174062843797486044e-01 2.223587410930984998e+00 1.000000000000000000e+00
2.104911290727054518e-01 8.170376889502400930e-01 1.748873806360454308e+00 2.000000000000000000e+00
2.085549422089485183e-01 8.273854066384509487e-01 7.581964819833499902e-01 1.000000000000000000e+00
2.133013278652854949e-01 8.288900534804077846e-01 1.042869952014002788e+00 1.000000000000000000e+00
2.185826685408904790e-01 8.362320331452633981e-01 1.205980605823062657e+00 2.000000000000000000e+00
2.135858458208012012e-01 8.358218897986900986e-01 7.417961764150418080e-01 1.000000000000000000e+00
2.098649325505480001e-01 8.342855077443245282e-01 5.822348993718786669e-01 2.000000000000000000e+00
2.044445642653617556e-01 8.340430572147489174e-01 5.802224401069235871e-01 1.000000000000000000e+00
2.028711567877361233e-01 8.349012557495351095e-01 6.714871000026708669e-01 2.000000000000000000e+00
1.974957300875972432e-01 8.445147353271226232e-01 2.063846946016539619e+00 1.000000000000000000e+00
1.973681017278566818e-01 8.498829595548323956e-01 2.790998948038201366e+00 1.000000000000000000e+00
1.982200122152322219e-01 8.509746293069599954e-01 2.732064201869021325e+00 1.000000000000000000e+00
2.059145621790935965e-01 8.529593488128139889e-01 1.535088771624620207e+00 1.000000000000000000e+00
2.068193770162344847e-01 8.452711226865788907e-01 8.261744203509173712e-01 1.000000000000000000e+00
2.123994576590403083e-01 8.306092836995371265e-01 8.615749197443285379e-01 1.000000000000000000e+00
2.120192903597225842e-01 8.255501266287087470e-01 1.142924962210650985e+00 1.000000000000000000e+00
2.081415687708247364e-01 8.144718899591443240e-01 1.746985897683245303e+00 1.000000000000000000e+00
1.984763173292849459e-01 8.172882430798843467e-01 1.043330931450550114e+00 2.000000000000000000e+00
1.996262430307518265e-01 8.244691601765250510e-01 7.976947830187873789e-01 1.000000000000000000e+00
1.966382252329312574e-01 8.307491008291573165e-01 1.158132174815911908e+00 1.000000000000000000e+00
1.951739919538450219e-01 8.259772160529754714e-01 1.200167725445794309e+00 1.000000000000000000e+00
2.054830632670268109e-01 8.186311844085661926e-01 1.123435586466787095e+00 1.000000000000000000e+00
2.037699890109444800e-01 8.216997971596972095e-01 8.485276174618818779e-01 2.000000000000000000e+00
2.003203242441663201e-01 8.177330164793644718e-01 1.008451014388999090e+00 1.000000000000000000e+00
1.900383223399891297e-01 8.238235789171475254e-01 2.000130979347024329e+00 1.000000000000000000e+00
2.005544520001291131e-01 8.226580425542672215e-01 8.016780540959498325e-01 1.000000000000000000e+00
2.018532954320394757e-01 8.257938581562723757e-01 6.992013183746244032e-01 2.000000000000000000e+00
2.002944037671318400e-01 8.231419186746670169e-01 7.996620588362448601e-01 1.000000000000000000e+00
2.003882914609114441e-01 8.195880902705933169e-01 9.145621903582289436e-01 2.000000000000000000e+00
2.122983837224555193e-01 8.108368473424527600e-01 2.812658115379591095e+00 1.000000000000000000e+00
2.195158562894581611e-01 8.171252086167382078e-01 3.254836233086003894e+00 1.000000000000000000e+00
2.169298864591741871e-01 8.195607522184767957e-01 2.434480828213861248e+00 5.000000000000000000e+00
2.188573317286574837e-01 8.141479597346673591e-01 3.574241393804171274e+00 1.000000000000000000e+00
2.158798828317866902e-01 8.088713928178926649e-01 3.813135958052228158e+00 2.000000000000000000e+00
2.114528440570728474e-01 8.063049789931665545e-01 3.367753047020167756e+00 1.000000000000000000e+00
2.207389968961541993e-01 8.003012939891624988e-01 6.692136155806286624e+00 2.000000000000000000e+00
2.213894594074134192e-01 8.128564392283290641e-01 4.353996132378042283e+00 1.000000000000000000e+00
2.183615682997512575e-01 8.203254234920372978e-01 2.595757223252892043e+00 2.000000000000000000e+00
2.265148082338878099e-01 8.217245364548344533e-01 4.129788139486930021e+00 2.000000000000000000e+00
2.179628158097386414e-01 8.400065984614798476e-01 9.864270360396916182e-01 1.000000000000000000e+00
2.233407160037942651e-01 8.479897485318764749e-01 1.391572344983327048e+00 1.000000000000000000e+00
2.193438874304021735e-01 8.459623361418779908e-01 1.008435265715033280e+00 3.000000000000000000e+00
2.249542159707664524e-01 8.413212793752848917e-01 1.825983216591127389e+00 2.000000000000000000e+00
2.201644180587465915e-01 8.425897473121336523e-01 1.140411894510524826e+00 1.000000000000000000e+00
2.250116793955809769e-01 8.293466152203741171e-01 2.807237541090421562e+00 2.000000000000000000e+00
2.285572441874370309e-01 8.319111103533282092e-01 3.269236815860508738e+00 1.000000000000000000e+00
2.252007063579258006e-01 8.334751425394487656e-01 2.430087564415535084e+00 1.000000000000000000e+00
2.129489904980426118e-01 8.433979467838552679e-01 6.438484669397432913e-01 2.000000000000000000e+00
2.083220194533519920e-01 8.495170349504183038e-01 9.947217530282740361e-01 4.000000000000000000e+00
2.006328495610006091e-01 8.458187647836737932e-01 1.593067365983735995e+00 2.000000000000000000e+00
2.048173585579453615e-01 8.462603721608484841e-01 1.060925142214371286e+00 1.000000000000000000e+00
2.213251905511646744e-01 8.335101161412707960e-01 1.759669234285018868e+00 1.000000000000000000e+00
2.152172635402117284e-01 8.417760390623365563e-01 7.370699372020341755e-01 2.000000000000000000e+00
2.121700215401425560e-01 8.448171474380868906e-01 6.570800379892187681e-01 1.000000000000000000e+00
2.095455415604994265e-01 8.355406636894320282e-01 5.549985856644596982e-01 1.000000000000000000e+00
2.119472111911574197e-01 8.292027270731223698e-01 8.986561880469435826e-01 1.000000000000000000e+00
2.069516580746236234e-01 8.319343459425438958e-01 5.580143249007747386e-01 1.000000000000000000e+00
2.051624131946179208e-01 8.457990206794646637e-01 9.936154736753171068e-01 1.000000000000000000e+00
2.093878779037246785e-01 8.472893738901403626e-01 7.963589292686354959e-01 1.000000000000000000e+00
2.176446183251840027e-01 8.397011561029921189e-01 9.647186662468385521e-01 1.000000000000000000e+00
2.247071483468337239e-01 8.429196785618660037e-01 1.712361406195950675e+00 3.000000000000000000e+00
2.246800186149528755e-01 8.441087638877778909e-01 1.660163271329081258e+00 1.000000000000000000e+00
2.224583032046520414e-01 8.354365001185910522e-01 1.795717527492304288e+00 1.000000000000000000e+00
2.226556874307921707e-01 8.297238620922742225e-01 2.315645718701328182e+00 2.000000000000000000e+00
2.215879911170503258e-01 8.279600678231121558e-01 2.302862820031843949e+00 1.000000000000000000e+00
2.076728695448427919e-01 8.310418321843587863e-01 5.893341917089315318e-01 1.000000000000000000e+00
2.137707329034103376e-01 8.399468906010265634e-01 6.716050739313900175e-01 2.000000000000000000e+00
2.111906037761993593e-01 8.388612781644039229e-01 5.745328954386328402e-01 1.000000000000000000e+00
2.029076866205708207e-01 8.400597034714289979e-01 8.612962678035087638e-01 2.000000000000000000e+00
2.029556735041702364e-01 8.497122315084145727e-01 1.612716581390994275e+00 1.000000000000000000e+00
2.027110422768119979e-01 8.450349430892949432e-01 1.211537508644446204e+00 1.000000000000000000e+00
2.076849135258441448e-01 8.507539071621428306e-01 1.137718011522947048e+00 1.000000000000000000e+00
2.158920135013897568e-01 8.336211431932368798e-01 1.035904886256844959e+00 1.000000000000000000e+00
2.091999455691313237e-01 8.355652350504058079e-01 5.470167938208484459e-01 1.000000000000000000e+00
2.138533518749561324e-01 8.394808079372494403e-01 6.808920001194850302e-01 2.000000000000000000e+00
2.113016926336049317e-01 8.488853384402377245e-01 8.160803052617841002e-01 1.000000000000000000e+00
2.060071857532557726e-01 8.538565891682664555e-01 1.617348743922381038e+00 1.000000000000000000e+00
2.183999122283948047e-01 8.423585394961172756e-01 9.708507963284254139e-01 2.000000000000000000e+00
2.194081134006857503e-01 8.267479784877072024e-01 2.047269786400645941e+00 1.000000000000000000e+00
2.254489311166031629e-01 8.342826196713652998e-01 2.404508106590994121e+00 1.000000000000000000e+00
2.267137880113506143e-01 8.357383661274123687e-01 2.517074059131802155e+00 1.000000000000000000e+00
2.208841431404624522e-01 8.501329633272134423e-01 1.146726822097068776e+00 1.000000000000000000e+00
2.250466239878278207e-01 8.351291389294523970e-01 2.258258958905766445e+00 1.000000000000000000e+00
2.188224561732974860e-01 8.337085770234349269e-01 1.382436886467293791e+00 1.000000000000000000e+00
2.162194514686605062e-01 8.379003399726319135e-01 8.886907752608358413e-01 1.000000000000000000e+00
2.168393654078067945e-01 8.448076773476629331e-01 8.271947853977972276e-01 1.000000000000000000e+00
2.211084227745303277e-01 8.427104816992645464e-01 1.243027381051988067e+00 1.000000000000000000e+00
2.184369998971706084e-01 8.643174260573592838e-01 1.803812211924413988e+00 1.000000000000000000e+00
2.280660684499792590e-01 8.626897182503082684e-01 2.118775898719226447e+00 3.000000000000000000e+00
2.248136560534751138e-01 8.540698800018016179e-01 1.552568064719197505e+00 1.000000000000000000e+00
2.184150413005447322e-01 8.543115127540781284e-01 1.107677880559871042e+00 2.000000000000000000e+00
2.072863908268463840e-01 8.648369477253107229e-01 2.925473954570652069e+00 5.000000000000000000e+00
2.113247207053734755e-01 8.608346024496533744e-01 1.811870422620137866e+00 1.000000000000000000e+00
2.138947673879052491e-01 8.658416279521802261e-01 2.203695965412904911e+00 1.000000000000000000e+00
2.095195380729560630e-01 8.710852053723548982e-01 3.616952440690603954e+00 2.000000000000000000e+00
2.144011667002272969e-01 8.745334816894450025e-01 3.484959907885489372e+00 1.000000000000000000e+00
2.248489601011770811e-01 8.496278608604972415e-01 1.551147147345519617e+00 1.000000000000000000e+00
2.202963300786840994e-01 8.597081871381564433e-01 1.452377170335474421e+00 1.000000000000000000e+00
2.244829907030601035e-01 8.576027097260932042e-01 1.600445197540771414e+00 1.000000000000000000e+00
2.280894578188348842e-01 8.577007333388914079e-01 1.968796155736804776e+00 2.000000000000000000e+00
2.217323827309176376e-01 8.592886325724595764e-01 1.484451658535202334e+00 1.000000000000000000e+00
